propertyId,coordinates,Micromarket,Area
PA4486,"12.939229812522195, 77.73578811396135",; Varthur,East Bangalore
PA4487,"13.011718518839102, 77.74596967959778",; Kannamangala,East Bangalore
PA4488,"12.934476959748014, 77.73941173490924",; Varthur,East Bangalore
PA4489,"12.912841198892671, 77.66823959062647",; Harlur,East Bangalore
PA4490,"12.944729836927163, 77.7538055928877",; Varthur,East Bangalore
PA4491,"12.839902776270792, 77.66908284655538",; Electronic City,South Bangalore
PA4492,"12.89710105188991, 77.66944370216447",; Harlur,East Bangalore
PA4493,"12.821398632744678, 77.77088900583422",; Adigondanahalli,East Bangalore
PA4494,"12.82210629215635, 77.66345343425866",; Bommasandra,South Bangalore
PA4495,"12.955023134979726, 77.48882133149012",; Nagarabhavi,West Bangalore
PA4496,"12.8756763, 77.7784485",; Sarjapura,East Bangalore
PA4497,"12.9334442, 77.53076220000001",; Rajarajeshwari Nagar,West Bangalore
PA4498,"12.9314318, 77.528983",; Rajarajeshwari Nagar,West Bangalore
PA4499,"13.104320408889572, 77.55622395431219",; Bylakere,North Bangalore
PA4500,"13.080689424279598, 77.65420921801577",; Chikkagubbi,North Bangalore
PA4501,"13.080689424279598, 77.65420921801577",; Chikkagubbi,North Bangalore
PA4502,"12.91234, 77.638095",; HSR Layout,East Bangalore
PA4503,"12.90675, 77.649056",; HSR Layout,East Bangalore
PA4504,"12.915239, 77.635503",; HSR Layout,East Bangalore
PA4505,"12.86205, 77.61403",; Akshayanagar,South Bangalore
PA4506,"12.86205, 77.61403",; Akshayanagar,South Bangalore
PA4507,"12.86205, 77.61403",; Akshayanagar,South Bangalore
PA4508,"12.86205, 77.61403",; Akshayanagar,South Bangalore
PA4509,"12.930594400296119, 77.63692079163755",; Koramangala,East Bangalore
PA4510,"13.191046, 77.625316",; Devanahalli,North Bangalore
PA4511,"13.014618348837864, 77.76180800413002",; Kannamangala,East Bangalore
PA4512,"12.919692878896596, 77.69197838278198",; Bellandur,East Bangalore
PA4513,"12.991245778142046, 77.72073319467948",; Hoodi,East Bangalore
PA4514,"13.064139623415109, 77.74449185568659",; Budigere Cross,East Bangalore
PA4515,"12.9103302, 77.51186249999999",; Banashankari 6th Stage,South Bangalore
PA4516,"13.0642683, 77.63412989999999",; Thanisandra,North Bangalore
PA4517,"13.0642683, 77.63412989999999",; Thanisandra,North Bangalore
PA4518,"12.9390824, 77.7374712",; Varthur,East Bangalore
PA4519,"12.858423, 77.59458120000001",; Akshayanagar,South Bangalore
PA4520,"12.858423, 77.59458120000001",; Akshayanagar,South Bangalore
PA4521,"12.782275, 77.6093008",; Ragihalli,South Bangalore
PA4523,"12.8906899, 77.58268489999999",; Bilekhalli,South Bangalore
PA4524,"13.0690386, 77.55843279999999",; Vidyaranyapura,North Bangalore
PA4525,"12.934575846570093, 77.74373291418188",; Varthur,East Bangalore
PA4526,"13.046310138888312, 77.60122427214903",; Hebbal,North Bangalore
PA4527,"12.926873897430156, 77.66155781804707",; Agaram,East Bangalore
PA4528,"13.083183250336234, 77.654530093548",; Chikkagubbi,North Bangalore
PA4529,"13.083183250336234, 77.654530093548",; Chikkagubbi,North Bangalore
PA4530,"12.957991, 77.598048",; Shanthi Nagar,Central Bangalore
PA4531,"13.023400082883017, 77.76303219934083",; Kannamangala,East Bangalore
PA4532,"13.002478409722636, 77.59688026256323",; RT Nagar,North Bangalore
PA4533,"13.011720338450827, 77.64791101623045",; Banasavadi,North Bangalore
PA4534,"13.01117676300134, 77.64838308502921",; Banasavadi,North Bangalore
PA4535,"12.795113, 77.708301",; Bommasandra,South Bangalore
PA4536,"13.041456, 77.621083",; Nagavara,North Bangalore
PA4537,"13.041456, 77.621083",; Nagavara,North Bangalore
PA4538,"13.236664, 77.6977",; Devanahalli,North Bangalore
PA4539,"13.011678524997022, 77.64821142364785",; Banasavadi,North Bangalore
PA4540,"12.98194265629793, 77.74370836262014",; Hoodi,East Bangalore
PA4541,"12.97972874094006, 77.56413278099603",; Rajajinagar,West Bangalore
PA4542,"13.019370938340455, 77.75743200677147",; Kannamangala,East Bangalore
PA4543,"12.977711583522185, 77.56467457429571",; Rajajinagar,West Bangalore
PA4544,"13.019402297458253, 77.7573783625898",; Kannamangala,East Bangalore
PA4545,"12.920284274074453, 77.69215614052432",; Bellandur,East Bangalore
PA4546,"12.868157981652534, 77.69507601165415",; Gattahalli,East Bangalore
PA4547,"12.872912696879188, 77.69647038479603",; Gattahalli,East Bangalore
PA4548,"12.974815759027328, 77.75087343990997",; Whitefield,East Bangalore
PA4549,"12.895238026030105, 77.66932660034516",; Harlur,East Bangalore
PA4550,"12.895238026030105, 77.66932660034516",; Harlur,East Bangalore
PA4551,"12.868938389025095, 77.70050578294011",; Gattahalli,East Bangalore
PA4552,"12.9140457517242, 77.63461168424489",; HSR Layout,East Bangalore
PA4553,"12.863780072912027, 77.70283817001489",; Gattahalli,East Bangalore
PA4554,"12.866381177777196, 77.68605338183855",; Rayasandra,East Bangalore
PA4555,"12.911933216222602, 77.6657642965368",; Harlur,East Bangalore
PA4556,"12.903623809150197, 77.64129989997829",; HSR Layout,East Bangalore
PA4557,"12.914206421802339, 77.6862094385945",; Kaikondrahalli,East Bangalore
PA4558,"12.890098741371514, 77.66797374712536",; Kudlu,East Bangalore
PA4559,"12.990489504945948, 77.78934971180149",; Hoskote,East Bangalore
PA4560,"12.968375011649208, 77.74984809685982",; Whitefield,East Bangalore
PA4561,"13.061980367984393, 77.66185937450842",; Kyalasanahalli,Not Found
PA4562,"13.061980367984393, 77.66185937450842",; Kyalasanahalli,Not Found
PA4563,"13.007223565754684, 77.76231188195302",; Kadugodi,East Bangalore
PA4564,"13.072700489125268, 77.75184290091744",; Budigere Cross,East Bangalore
PA4565,"12.97470604497288, 77.7508496466456",; Whitefield,East Bangalore
PA4566,"13.076738944471662, 77.7341246583717",; Mandur,North Bangalore
PA4567,"12.85327217013801, 77.80340832212703",; Sarjapura,East Bangalore
PA4568,"12.878942906554649, 77.6906561042402",; Gattahalli,East Bangalore
PA4569,"13.258279258243107, 77.70848517505881",; Devanahalli,North Bangalore
PA4570,"12.881798635766112, 77.67876961848526",; Choodasandra,East Bangalore
PA4571,"13.083230969900404, 77.61969454751298",; Jakkur,North Bangalore
PA4572,"13.102173099282837, 77.63130994110442",; Yelahanka,East Bangalore
PA4573,"12.972813867519825, 77.76289458898275",; Whitefield,East Bangalore
PA4574,"13.084651, 77.643071",; Yelahanka,East Bangalore
PA4575,"13.084603278840039, 77.64268486687813",; Yelahanka,East Bangalore
PA4576,"13.084603278840039, 77.64268486687813",; Yelahanka,East Bangalore
PA4577,"13.084603278840039, 77.64268486687813",; Yelahanka,East Bangalore
PA4578,"12.990471047447755, 77.78935946018026",; Hoskote,East Bangalore
PA4579,"12.85327217013801, 77.80340832212703",; Sarjapura,East Bangalore
PA4580,"12.959522739610335, 77.740707611809",; Whitefield,East Bangalore
PA4581,"12.959522739610335, 77.740707611809",; Whitefield,East Bangalore
PA4582,"13.062869779610438, 77.73990398393417",; Budigere Cross,East Bangalore
PA4583,"12.886257, 77.776912",; Sarjapura,East Bangalore
PA4584,"12.88941, 77.6658041",; Kudlu,East Bangalore
PA4585,"13.0986671, 77.64129989999999",; Yelahanka,East Bangalore
PA4586,"13.0193815, 77.7240138",; Aavalahalli,East Bangalore
PA4587,"12.8769603, 77.7661004",; Sarjapura,East Bangalore
PA4588,"13.232025161987377, 77.67444821305543",; Devanahalli,North Bangalore
PA4589,"13.232622426858532, 77.67722234129626",; Devanahalli,North Bangalore
PA4590,"12.87362273374317, 77.6431457666453",; Begur,South Bangalore
PA4591,"12.972813867519825, 77.76289458898275",; Whitefield,East Bangalore
PA4592,"12.87362273374317, 77.6431457666453",; Begur,South Bangalore
PA4593,"12.972813867519825, 77.76289458898275",; Whitefield,East Bangalore
PA4594,"13.0642683, 77.63412989999999",; Thanisandra,North Bangalore
PA4595,"13.0190678, 77.75744809999999",; Kannamangala,East Bangalore
PA4596,"12.989167217803361, 77.72566710075962",; Hoodi,East Bangalore
PA4597,"12.9177632, 77.6703098",; Harlur,East Bangalore
PA4599,"13.029722167828595, 77.72438269142087",; Sadaramangala,East Bangalore
PA4600,"12.9344625, 77.7394111",; Varthur,East Bangalore
PA4601,"12.972813867519825, 77.76289458898275",; Whitefield,East Bangalore
PA4602,"12.92186924284326, 77.73668374410956",; Gunjur,East Bangalore
PA4603,"12.92186924284326, 77.73668374410956",; Gunjur,East Bangalore
PA4604,"12.92186924284326, 77.73668374410956",; Gunjur,East Bangalore
PA4605,"12.972813867519825, 77.76289458898275",; Whitefield,East Bangalore
PA4606,"12.969216, 77.738849",; Whitefield,East Bangalore
PA4607,"12.982900311546372, 77.7551439340544",; Whitefield,East Bangalore
PA4608,"12.991253018282045, 77.72074337237697",; Hoodi,East Bangalore
PA4609,"12.991243666220686, 77.72073470516213",; Hoodi,East Bangalore
PA4610,"12.994143172305698, 77.70475273602884",; Garudachar Palya,East Bangalore
PA4611,"13.062869779610438, 77.73990398393417",; Budigere Cross,East Bangalore
PA4612,"12.982390356472171, 77.75898181005178",; Whitefield,East Bangalore
PA4613,"12.98230616737775, 77.74376962755997",; Hoodi,East Bangalore
PA4614,"12.991243666220686, 77.72073470516213",; Hoodi,East Bangalore
PA4615,"12.990073091489789, 77.72409380928126",; Hoodi,East Bangalore
PA4616,"12.8769603, 77.7661004",; Sarjapura,East Bangalore
PA4617,"12.980388, 77.692687",; Dodda Nekkundi,East Bangalore
PA4618,"12.990471047447755, 77.78935946018026",; Hoskote,East Bangalore
PA4619,"12.972813867519825, 77.76289458898275",; Whitefield,East Bangalore
PA4620,"13.143847304874809, 77.67921800242235",; KIADB Park,North Bangalore
PA4621,"13.143847304874809, 77.67921800242235",; KIADB Park,North Bangalore
PA4622,"13.143847304874809, 77.67921800242235",; KIADB Park,North Bangalore
PA4623,"13.143847304874809, 77.67921800242235",; KIADB Park,North Bangalore
PA4624,"13.143847304874809, 77.67921800242235",; KIADB Park,North Bangalore
PA4625,"13.143847304874809, 77.67921800242235",; KIADB Park,North Bangalore
PA4626,"13.143847304874809, 77.67921800242235",; KIADB Park,North Bangalore
PA4627,"13.143847304874809, 77.67921800242235",; KIADB Park,North Bangalore
PA4628,"13.07173392672035, 77.64755856685899",; Narayanapura,North Bangalore
PA4629,"13.103676, 77.546987",; Bylakere,North Bangalore
PA4630,"12.859003, 77.61429",; Akshayanagar,South Bangalore
PA4631,"13.142359810088232, 77.6841708694762",; KIADB Park,North Bangalore
PA4632,"13.142359810088232, 77.6841708694762",; KIADB Park,North Bangalore
PA4633,"13.080978888262106, 77.64015957674262",; Yelahanka,East Bangalore
PA4634,"13.080978888262106, 77.64015957674262",; Yelahanka,East Bangalore
PA4635,"13.0642683, 77.63412989999999",; Thanisandra,North Bangalore
PA4636,"12.931462, 77.742308",; Gunjur,East Bangalore
PA4637,"12.939346, 77.724642",; Balagere,East Bangalore
PA4638,"13.080978888262106, 77.64015957674262",; Yelahanka,East Bangalore
PA4639,"13.080978888262106, 77.64015957674262",; Yelahanka,East Bangalore
PA4640,"13.080978888262106, 77.64015957674262",; Yelahanka,East Bangalore
PA4641,"12.927802, 77.584158",; JP Nagar,South Bangalore
PA4642,"12.92582566634393, 77.67080380862527",; Bellandur,East Bangalore
PA4643,"12.953585, 77.566295",; Basavanagudi,South Bangalore
PA4644,"12.9891693295731, 77.72906405095588",; Hoodi,East Bangalore
PA4645,"13.084603278840039, 77.64268486687813",; Yelahanka,East Bangalore
PA4646,"13.084603278840039, 77.64268486687813",; Yelahanka,East Bangalore
PA4647,"13.084603278840039, 77.64268486687813",; Yelahanka,East Bangalore
PA4648,"13.055905104164939, 77.6602333678716",; Byrathi,North Bangalore
PA4649,"13.055988716123773, 77.6602655543806",; Byrathi,North Bangalore
PA4650,"13.05595736164172, 77.66023336789121",; Byrathi,North Bangalore
PA4651,"13.055946910147098, 77.66023336789121",; Byrathi,North Bangalore
PA4652,"13.14630846876028, 77.68174868166611",; KIADB Park,North Bangalore
PA4653,"13.055946910147098, 77.66021191021854",; Byrathi,North Bangalore
PA4654,"13.055926007156502, 77.6602011813822",; Byrathi,North Bangalore
PA4655,"13.046992532269991, 77.61527610837398",; Nagavara,North Bangalore
PA4656,"12.911933, 77.665764",; Harlur,East Bangalore
PA4657,"12.982900311546372, 77.7551439340544",; Whitefield,East Bangalore
PA4658,"12.934415, 77.626491",; Koramangala,East Bangalore
PA4659,"12.934536, 77.73941",; Varthur,East Bangalore
PA4660,"13.097355046186323, 77.6141596410149",; Yelahanka,East Bangalore
PA4661,"12.972813867519825, 77.76289458898275",; Whitefield,East Bangalore
PA4662,"12.92186924284326, 77.73668374410956",; Gunjur,East Bangalore
PA4663,"12.92186924284326, 77.73668374410956",; Gunjur,East Bangalore
PA4664,"12.92186924284326, 77.73668374410956",; Gunjur,East Bangalore
PA4665,"12.982900311546372, 77.7551439340544",; Whitefield,East Bangalore
PA4666,"12.885084, 77.704228",; Virgonagar,Not Found
PA4667,"12.972680717001863, 77.7494502189482",; Whitefield,East Bangalore
PA4668,"12.861693909083101, 77.60693207978558",; Akshayanagar,South Bangalore
PA4669,"12.917660661014024, 77.61189902027046",; BTM Layout,South Bangalore
PA4670,"12.794629, 77.62125",; Bannerghatta,South Bangalore
PA4671,"13.014818064727264, 77.76184295094289",; Kannamangala,East Bangalore
PA4672,"12.86205, 77.61403",; Akshayanagar,South Bangalore
PA4673,"13.208758324305034, 77.6037539537563",; Devanahalli,North Bangalore
PA4674,"12.877192903154587, 77.76619087980907",; Sarjapura,East Bangalore
PA4675,"12.957315038980385, 77.77304141792239",; Hoskote,East Bangalore
PA4676,"13.06637136595432, 77.58656241165663",; Sahakara Nagar,North Bangalore
PA4677,"13.143847304874809, 77.67921800242235",; KIADB Park,North Bangalore
PA4678,"12.88537955855709, 77.68521225084173",; Choodasandra,East Bangalore
PA4679,"13.143847304874809, 77.67921800242235",; KIADB Park,North Bangalore
PA4680,"13.184187, 77.662829",; Airport City,North Bangalore
PA4681,"13.147810785239397, 77.67748178958418",; KIADB Park,North Bangalore
PA4682,"12.889841, 77.640963",; Begur,South Bangalore
PA4683,"12.913305993895731, 77.62596533005902",; HSR Layout,East Bangalore
PA4684,"12.793521730863029, 77.62009682686903",; Jigani,South Bangalore
PA4686,"12.8688366, 77.5431507",; Banashankari 6th Stage,South Bangalore
PA4689,"13.097357342090621, 77.61415924836734",; Yelahanka,East Bangalore
PA4690,"12.772670832278687, 77.61449475284073",; Ragihalli,South Bangalore
PA4691,"13.0778186, 77.65813709999999",; Chikkagubbi,North Bangalore
PA4692,"13.064949991000221, 77.6192044395009",; Jakkur,North Bangalore
PA4693,"13.080978888262106, 77.64015957674262",; Yelahanka,East Bangalore
PA4694,"12.935475558079034, 77.72442055581135",; Balagere,East Bangalore
PA4695,"12.899642980132143, 77.7036150643047",; Chikkakannalli,East Bangalore
PA4696,"12.78672829519553, 77.74408491687224",; Attibele,South Bangalore
PA4697,"12.93362572566619, 77.71670481947605",; Panathur,East Bangalore
PA4698,"12.948344975688912, 77.44596497358565",; Tavarekere,Not Found
PA4699,"12.865874497030264, 77.52625714445315",; Banashankari 6th Stage,South Bangalore
PA4700,"12.6836811, 77.7168437",; Anekal,South Bangalore
PA4701,"13.0526488, 77.67763029999999",; Bileshivale,North Bangalore
PA4702,"12.9912401, 77.72074040000001",; Hoodi,East Bangalore
PA4703,"12.8636082, 77.54064",; Banashankari 6th Stage,South Bangalore
PA4704,"12.833144276047381, 77.77647967046056",; Sarjapura,East Bangalore
PA4705,"12.878346740882694, 77.77420695259416",; Sarjapura,East Bangalore
PA4706,"12.876974847377733, 77.76612876946972",; Sarjapura,East Bangalore
PA4707,"12.899644823873404, 77.7036102555709",; Chikkakannalli,East Bangalore
PA4708,"12.935475558079034, 77.72442055581135",; Balagere,East Bangalore
PA4709,"13.0448306, 77.62210910000002",; Nagavara,North Bangalore
PA4710,"13.12466790890032, 77.6223997492019",; Yelahanka,East Bangalore
PA4711,"13.0561807, 77.7665038",; Hoskote,East Bangalore
PA4712,"12.854303, 77.5443871",; Banashankari 6th Stage,South Bangalore
PA4713,"13.065138, 77.620088",; Jakkur,North Bangalore
PA4714,"12.960475, 77.57779",; Chickpet,Central Bangalore
PA4715,"12.930606382382202, 77.63691830820574",; Koramangala,East Bangalore
PA4716,"13.058576, 77.642928",; Kothanur,North Bangalore
PA4717,"13.011727586714379, 77.74593051784717",; Kannamangala,East Bangalore
PA4718,"13.064142081164505, 77.74448841566924",; Budigere Cross,East Bangalore
PA4719,"13.015825, 77.705932",; K R Puram,East Bangalore
PA4720,"13.033736, 77.734053",; Aavalahalli,East Bangalore
PA4721,"12.933359220404347, 77.63491121848038",; Koramangala,East Bangalore
PA4722,"12.984927, 77.758534",; Kadugodi,East Bangalore
PA4723,"12.8589815, 77.61429129999999",; Akshayanagar,South Bangalore
PA4724,"13.1475287, 77.67761589999999",; KIADB Park,North Bangalore
PA4725,"13.1412777, 77.68260920000002",; KIADB Park,North Bangalore
PA4726,"12.8419055, 77.73039059999999",; Gopasandra,South Bangalore
PA4727,"12.786732333745574, 77.74408112715076",; Attibele,South Bangalore
PA4728,"12.984927, 77.758534",; Kadugodi,East Bangalore
PA4729,"13.036472302832758, 77.64393181300932",; Hennur,North Bangalore
PA4730,"13.01653, 77.76281",; Kannamangala,East Bangalore
PA4731,"13.0557402, 77.660202",; Byrathi,North Bangalore
PA4732,"13.0541777, 77.5728749",; Vidyaranyapura,North Bangalore
PA4733,"13.019083959732532, 77.75744744042966",; Kannamangala,East Bangalore
PA4734,"13.033901850946563, 77.58050231304587",; Radhakrishna Temple Ward,North Bangalore
PA4735,"12.9518552, 77.71269389999999",; Brookefield,East Bangalore
PA4736,"12.9403476, 77.5250485",; Rajarajeshwari Nagar,West Bangalore
PA4737,"12.786870679637065, 77.74425751893543",; Attibele,South Bangalore
PA4738,"12.786869497345693, 77.74425698378472",; Attibele,South Bangalore
PA4739,"12.998349998546646, 77.75147343259454",; Kadugodi,East Bangalore
PA4740,"13.061973658030496, 77.66185591586019",; Kyalasanahalli,Not Found
PA4741,"12.886138440130432, 77.68157085556263",; Choodasandra,East Bangalore
PA4742,"13.266693373048943, 77.67194046559862",; Devanahalli,North Bangalore
PA4743,"13.266694025705785, 77.67193912449407",; Devanahalli,North Bangalore
PA4744,"13.266694025705785, 77.67193912449407",; Devanahalli,North Bangalore
PA4745,"13.266693373048943, 77.67194046559862",; Devanahalli,North Bangalore
PA4746,"12.8756763, 77.7784485",; Sarjapura,East Bangalore
PA4747,"13.1475287, 77.67761589999999",; KIADB Park,North Bangalore
PA4748,"12.985999988371413, 77.57980897678313",; Vasanth Nagar,Central Bangalore
PA4749,"12.914519901594996, 77.52043670110851",; Rajarajeshwari Nagar,West Bangalore
PA4750,"13.046265, 77.601061",; Hebbal,North Bangalore
PA4751,"13.2666858, 77.6719043",; Devanahalli,North Bangalore
PA4752,"13.2666858, 77.6719043",; Devanahalli,North Bangalore
PA4753,"13.046251821684827, 77.6150261377639",; Nagavara,North Bangalore
PA4754,"13.0538694, 77.6536812",; Byrathi,North Bangalore
PA4755,"13.082322727342065, 77.6561647648508",; Chikkagubbi,North Bangalore
PA4756,"12.935679, 77.58831",; Vishveshwara Puram,Central Bangalore
PA4757,"12.870359, 77.58317",; Anjanapura,South Bangalore
PA4758,"13.006089, 77.655781",; Baiyappanahalli,East Bangalore
PA4759,"12.992617335503938, 77.79145681323611",; Hoskote,East Bangalore
PA4760,"13.015370590896023, 77.76326597070202",; Kannamangala,East Bangalore
PA4761,"12.88534478732621, 77.70444563620383",; Chikkakannalli,East Bangalore
PA4762,"12.959527309822878, 77.74070822653475",; Whitefield,East Bangalore
PA4763,"12.919173500380216, 77.6659274877318",; Harlur,East Bangalore
PA4764,"13.064144854030825, 77.74449147074978",; Budigere Cross,East Bangalore
PA4765,"13.181580990120523, 77.55824246890866",; Rajanukunte,North Bangalore
PA4766,"13.062594695903053, 77.59494099572191",; Jakkur,North Bangalore
PA4767,"12.852494, 77.783307",; Sarjapura,East Bangalore
PA4768,"13.094966666010547, 77.62868948578159",; Yelahanka,East Bangalore
PA4769,"13.062194461275007, 77.59431469262442",; Jakkur,North Bangalore
PA4770,"13.062188582457766, 77.59431603372896",; Jakkur,North Bangalore
PA4771,"13.094960787974477, 77.62869015633387",; Yelahanka,East Bangalore
PA4772,"12.969225062460403, 77.64559585079722",; HAL Airport,East Bangalore
PA4773,"13.098677061508997, 77.64129987208109",; Yelahanka,East Bangalore
PA4774,"13.098677061508997, 77.64129987208109",; Yelahanka,East Bangalore
PA4775,"12.899644823873404, 77.7036102555709",; Chikkakannalli,East Bangalore
PA4776,"12.928691, 77.745939",; Gunjur,East Bangalore
PA4777,"13.028962074245948, 77.78693753585159",; Hoskote,East Bangalore
PA4778,"12.87569065124649, 77.77845160687436",; Sarjapura,East Bangalore
PA4779,"12.878321824991422, 77.77195211996877",; Sarjapura,East Bangalore
PA4780,"13.017082182643026, 77.76237831244015",; Kannamangala,East Bangalore
PA4781,"12.923754694950276, 77.69762681153497",; Bellandur,East Bangalore
PA4782,"12.874055093731103, 77.66741912651534",; Naganathapura,East Bangalore
PA4783,"12.891770869040476, 77.70977104318652",; Chikkakannalli,East Bangalore
PA4784,"13.034370814121003, 77.66661793124476",; Horamavu,North Bangalore
PA4785,"13.034370814121003, 77.66661793124476",; Horamavu,North Bangalore
PA4786,"13.156887394816618, 77.66406495395351",; Bagaluru,North Bangalore
PA4787,"13.005898585000867, 77.58044221925365",; Sadashivanagar,West Bangalore
PA4788,"13.03437604032436, 77.66778737430234",; Horamavu,North Bangalore
PA4789,"13.03437604032436, 77.66778737430234",; Horamavu,North Bangalore
PA4790,"13.03437604032436, 77.66778737430234",; Horamavu,North Bangalore
PA4791,"13.098685120251114, 77.64129696155662",; Yelahanka,East Bangalore
PA4792,"13.070777317585518, 77.74640892049598",; Budigere Cross,East Bangalore
PA4793,"13.043294842105412, 77.74829155234826",; Kannamangala,East Bangalore
PA4794,"13.0396149, 77.6325964",; Hennur,North Bangalore
PA4795,"13.0396149, 77.6325964",; Hennur,North Bangalore
PA4796,"12.9308312, 77.63632179999999",; Koramangala,East Bangalore
PA4797,"12.9822488, 77.7543165",; Whitefield,East Bangalore
PA4798,"12.9581214, 77.7076487",; Munekolala,Not Found
PA4799,"13.0557402, 77.660202",; Byrathi,North Bangalore
PA4800,"12.8636082, 77.54064",; Banashankari 6th Stage,South Bangalore
PA4801,"13.0567869, 77.6664831",; Kyalasanahalli,Not Found
PA4802,"12.8639993, 77.5400605",; Banashankari 6th Stage,South Bangalore
PA4803,"12.936079724445538, 77.72454828725014",; Balagere,East Bangalore
PA4804,"13.0696673, 77.59236659999999",; Vignana Kendra,North Bangalore
PA4805,"13.0519935, 77.6167383",; Nagavara,North Bangalore
PA4806,"13.0696673, 77.59236659999999",; Vignana Kendra,North Bangalore
PA4807,"13.078131, 77.661681",; Chikkagubbi,North Bangalore
PA4808,"13.0610016, 77.6905063",; Bidarahalli,North Bangalore
PA4809,"13.0851375, 77.6552232",; Chikkagubbi,North Bangalore
PA4810,"13.0837992, 77.66192149999999",; Chikkagubbi,North Bangalore
PA4811,"12.9285281, 77.592938",; B Venkata Reddy Nagar,Central Bangalore
PA4812,"13.1475287, 77.67761589999999",; KIADB Park,North Bangalore
PA4813,"13.0696673, 77.59236659999999",; Vignana Kendra,North Bangalore
PA4814,"12.971351955267405, 77.57833294546863",; Chickpet,Central Bangalore
PA4815,"13.236646354306169, 77.69770538315088",; Devanahalli,North Bangalore
PA4816,"13.0238113344912, 77.74830611171876",; Kannamangala,East Bangalore
PA4817,"12.8769599711061, 77.77427422622215",; Sarjapura,East Bangalore
PA4818,"13.021556809778941, 77.70572314699896",; K R Puram,East Bangalore
PA4819,"13.014629239966974, 77.76180298201943",; Kannamangala,East Bangalore
PA4820,"12.8783518235822, 77.77418942952819",; Sarjapura,East Bangalore
PA4821,"13.098685344373555, 77.64129846947282",; Yelahanka,East Bangalore
PA4822,"13.029540398728766, 77.63754036291238",; Hennur,North Bangalore
PA4823,"13.071424209908043, 77.74878409979067",; Budigere Cross,East Bangalore
PA4824,"12.822815610612075, 77.65325240024032",; Bommasandra,South Bangalore
PA4825,"12.947544182376701, 77.77126965998232",; Hoskote,East Bangalore
PA4826,"12.852984042326117, 77.68348865686646",; Electronic City,South Bangalore
PA4827,"12.934589677244478, 77.74372815996344",; Varthur,East Bangalore
PA4828,"12.864732040528533, 77.54422638670823",; Banashankari 6th Stage,South Bangalore
PA4829,"12.893545523804848, 77.70485172579166",; Chikkakannalli,East Bangalore
PA4830,"12.85428178665993, 77.59964311675434",; Akshayanagar,South Bangalore
PA4831,"13.233359760385618, 77.69833892659835",; Devanahalli,North Bangalore
PA4832,"13.026163074935468, 77.53262740406332",; Peenya,West Bangalore
PA4833,"13.066496198998198, 77.73753135046239",; Mandur,North Bangalore
PA4834,"13.011730200055084, 77.74593051784716",; Kannamangala,East Bangalore
PA4835,"12.863725628056867, 77.75717266673036",; Sarjapura,East Bangalore
PA4836,"13.07684229985788, 77.59235233652775",; Yelahanka Satellite Town,East Bangalore
PA4837,"12.9010796, 77.48083170000001",; Kengeri,West Bangalore
PA4838,"13.208903035302942, 77.55633883555447",; Rajanukunte,North Bangalore
PA4839,"12.854073283662858, 77.54513039197802",; Banashankari 6th Stage,South Bangalore
PA4840,"13.034091214703812, 77.66682686979284",; Horamavu,North Bangalore
PA4841,"13.011719681625447, 77.74593346708347",; Kannamangala,East Bangalore
PA4842,"12.988725164289239, 77.76632203707545",; Kadugodi,East Bangalore
PA4843,"13.011719681625447, 77.74593346708347",; Kannamangala,East Bangalore
PA4844,"12.988725164289239, 77.76632203707545",; Kadugodi,East Bangalore
PA4845,"13.011719681625447, 77.74593346708347",; Kannamangala,East Bangalore
PA4846,"13.011719681625447, 77.74593346708347",; Kannamangala,East Bangalore
PA4847,"12.988725164289239, 77.76632203707545",; Kadugodi,East Bangalore
PA4848,"12.99905, 77.7521",; Kadugodi,East Bangalore
PA4849,"12.9344221, 77.5129606",; Rajarajeshwari Nagar,West Bangalore
PA4850,"12.9827782, 77.5207466",; Nagarabhavi,West Bangalore
PA4851,"13.064498225033685, 77.6341245356031",; Thanisandra,North Bangalore
PA4852,"12.97941, 77.762173",; Whitefield,East Bangalore
PA4853,"12.988725164289239, 77.76632203707545",; Kadugodi,East Bangalore
PA4854,"12.913641, 77.632724",; HSR Layout,East Bangalore
PA4855,"13.064540029562203, 77.63422109513013",; Thanisandra,North Bangalore
PA4856,"13.064602736341671, 77.6340923490941",; Thanisandra,North Bangalore
PA4857,"13.064477322766779, 77.6342103662938",; Thanisandra,North Bangalore
PA4858,"13.064540029562203, 77.63404943374876",; Thanisandra,North Bangalore
PA4859,"13.064508676166488, 77.63423182396647",; Thanisandra,North Bangalore
PA4860,"13.19992483646252, 77.58196331075631",; Devanahalli,North Bangalore
PA4861,"13.064477322766779, 77.63413526443944",; Thanisandra,North Bangalore
PA4862,"12.919458052717673, 77.69111820476607",; Kaikondrahalli,East Bangalore
PA4863,"13.142608847736437, 77.68414407796547",; KIADB Park,North Bangalore
PA4864,"13.235786539886595, 77.54525073745904",; Doddaballapura,North Bangalore
PA4865,"12.903498584919936, 77.66190760680182",; HSR Layout,East Bangalore
PA4866,"13.052868284223914, 77.67762493561303",; Bileshivale,North Bangalore
PA4867,"13.146291105624973, 77.63885596259834",; Bagaluru,North Bangalore
PA4868,"13.2509437, 77.6147889",; Devanahalli,North Bangalore
PA4869,"12.9471078, 77.5554384",; Banashankari,South Bangalore
PA4870,"12.975826683369872, 77.69737375434036",; Garudachar Palya,East Bangalore
