Project Name,Latitude,Longitude,Google Maps URL,Micromarket Name
Sowparnika Pragati,12.883625,77.7850917,"https://www.google.com/maps/place/Sowparnika+Pragati/@12.883625,77.7850917,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae73b689724c37:0xf170732c0da723ef!8m2!3d12.8836198!4d77.7876666!16s%2Fg%2F11mtjpc1qj?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Bren Zahara,12.9017815,77.667809,"https://www.google.com/maps/place/Bren+Zahara/@12.9017815,77.667809,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13995d08d7b7:0xee5e81b765434408!8m2!3d12.9017763!4d77.6703839!16s%2Fg%2F11n8887vp5?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Harlur
Casagrand Aquene,12.9077192,77.4830743,"https://www.google.com/maps/place/Casagrand+Aquene/@12.9077192,77.4830743,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3feb10352193:0x864a2c902f279bc8!8m2!3d12.907714!4d77.4856492!16s%2Fg%2F11rqmmxrgc?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kengeri
Brigade Sanctuary,12.8950677,77.7464876,"https://www.google.com/maps/place/Brigade+Sanctuary/@12.8950677,77.7464876,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0d349b28b3eb:0xda1a5baa9c239d1a!8m2!3d12.8950625!4d77.7490625!16s%2Fg%2F11kpd84hgk?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kachamaranahalli
Classic Bulwark Village ,13.2297459,77.715235,"https://www.google.com/maps/place/TGH+Classic+Bulwark+Village/@13.2297459,77.715235,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae18347e7d9f99:0xd6855b6ccfdd788e!8m2!3d13.2297407!4d77.7178099!16s%2Fg%2F11bv3mp_6v?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Prestige Serenity Shores,12.9313226,77.734277,"https://www.google.com/maps/place/Prestige+Serenity+Shores/@12.9313226,77.734277,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae139cf7ac485b:0xa309e8b3dc1dd120!8m2!3d12.9313174!4d77.7368519!16s%2Fg%2F11ny2l9tdj?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gunjur
Abhee Celestial City,12.8988726,77.745852,"https://www.google.com/maps/search/Abhee+Celestial+City,+Bengaluru,+Karnataka,+India/@12.8988726,77.745852,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kachamaranahalli
Arsis Green Hills,13.0189523,77.7045594,"https://www.google.com/maps/place/Arsis+Green+Hills/@13.0189523,77.7045594,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11004a75e961:0xbb3da75e809572f1!8m2!3d13.0189471!4d77.7071343!16s%2Fg%2F11y42_glxz?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",K R Puram
Skanda Lake Front,12.8985467,77.5624357,"https://www.google.com/maps/place/Skanda+Lakefront/@12.8985467,77.5624357,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae15e0b1cc6ae1:0xdf5ab40dcdba1da1!8m2!3d12.8985415!4d77.5650106!16s%2Fg%2F1thxp281?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Uttarahalli
Purva Bluebelle,12.975358,77.553132,"https://www.google.com/maps/place/Purva+Blubelle/@12.975358,77.553132,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3def62ee52b9:0xa15527cfc7a50ade!8m2!3d12.9753528!4d77.5557069!16s%2Fg%2F11sk9k689r?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",No matching micromarket
ARK Oak Tree,12.9842451,77.7617629,"https://www.google.com/maps/place/Ark+Oak+Tree/@12.9842451,77.7617629,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f9481b59693:0x243f6927b744f4e0!8m2!3d12.9842399!4d77.7643378!16s%2Fg%2F11s1y1k6jt?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kadugodi
Sobha Insignia,12.9276144,77.6923715,"https://www.google.com/maps/place/SOBHA+Insignia/@12.9276144,77.6923715,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13d17d1d7545:0x1f9e2058731d2d81!8m2!3d12.9276092!4d77.6949464!16s%2Fg%2F11s_vs7y3r?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kadubeesanahalli
Nature Nxt,12.8739521,77.8094039,"https://www.google.com/maps/place/NatureNxt/@12.8739521,77.8094039,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae73ac20d8c91d:0x47a4afa8fc957e9d!8m2!3d12.8739469!4d77.8119788!16s%2Fg%2F11shl019hy?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Casagrand Hazen,12.8636912,77.5923411,"https://www.google.com/maps/place/Casagrand+Hazen/@12.8636912,77.5923411,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6b4d7c736293:0xf46e7f952ea810aa!8m2!3d12.863686!4d77.594916!16s%2Fg%2F11s4x00lvn?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Akshayanagar
Sound of Water,12.8511931,77.6019311,"https://www.google.com/maps/place/Puravankara+The+Sound+of+Water/@12.8511931,77.6019311,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6a69e866c41b:0x7d68e6ee355bd0c3!8m2!3d12.8511879!4d77.604506!16s%2Fg%2F11crzz0fz1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Akshayanagar
Engrace Vista,12.8636779,77.7569359,"https://www.google.com/maps/place/Engrace+Vista+by+Modern+Spaaces/@12.8636779,77.7569359,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae732cd881a9cd:0x966081e82b05e6e6!8m2!3d12.8636727!4d77.7595108!16s%2Fg%2F11vc5_dh47?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Sobha Brooklyn Towers Town Park,12.7868564,77.7416841,"https://www.google.com/maps/place/SOBHA+Brooklyn+Towers+-+Townpark/@12.7868564,77.7416841,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae71c8774a37e9:0x8a52dffee1cfe4a4!8m2!3d12.7868512!4d77.744259!16s%2Fg%2F11rhnrhn_v?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Attibele
The Grand Strand Address,12.9891499,77.7230885,"https://www.google.com/maps/place/The+Grand+Strand+Address/@12.9891499,77.7230885,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae118c90f24639:0x7ddbddec6f825142!8m2!3d12.9891447!4d77.7256634!16s%2Fg%2F11v3xkd9dp?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hudi
Sobha Infinia,12.9248688,77.6468536,"https://www.google.com/maps/place/SOBHA+Infinia/@12.9248688,77.6468536,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae155bd7291f73:0x7ff5a18f7f13b99a!8m2!3d12.9248636!4d77.6494285!16s%2Fg%2F11fn622cxl?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Agaram
Visista By Vista Spaces Okas,13.0807111,77.5885887,"https://www.google.com/maps/place/VISISTA+by+Vista+Spaces+%7C+Okas/@13.0807111,77.5885887,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19990dd1b27d:0xc42f93dd7342d4bd!8m2!3d13.0807059!4d77.5911636!16s%2Fg%2F11t46pdhqs?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Yelahanka Satellite Town
Klassik Landmark,12.8960367,77.6752553,"https://www.google.com/maps/place/Klassik+Landmark/@12.8960367,77.6752553,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1338945faadd:0x59d10c45447ba02a!8m2!3d12.8960315!4d77.6778302!16s%2Fg%2F12lkycqyn?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kasvanahalli
Forest in my Backyard,13.2390236,77.5980781,"https://www.google.com/maps/place/Forest+in+My+Backyard+FIMB+Villa+Plots+in+North+Bangalore/@13.2390236,77.5980781,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1d489d087a4b:0x72187c5bfa2c767f!8m2!3d13.2390184!4d77.600653!16s%2Fg%2F11k4fscrj6?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
JRC Wild Woods,12.8789308,77.688084,"https://www.google.com/maps/place/JRC+Wild+Woods/@12.8789308,77.688084,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6d3e775dbe87:0x47e5da5c49b64c09!8m2!3d12.8789256!4d77.6906589!16s%2Fg%2F11sbzqgnt4?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gattahalli
Cielo at Brigade Valencia,12.8022332,77.6948371,"https://www.google.com/maps/place/Cielo+at+Brigade+Valencia/@12.8022332,77.6948371,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6d000c112bd5:0x77542b64d10e7b66!8m2!3d12.802228!4d77.697412!16s%2Fg%2F11wppl68bg?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bommasandra
KNS Fresco,13.2242853,77.535388,"https://www.google.com/maps/place/KNS+Fresco/@13.2242853,77.535388,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae21ed2909e3bf:0xf0d07d57a48227fa!8m2!3d13.2242801!4d77.5379629!16s%2Fg%2F11kqr0sq_s?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Doddaballapura
Godrej Ananda,13.1475339,77.675041,"https://www.google.com/maps/place/Godrej+Ananda,+Bangalore/@13.1475339,77.675041,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1b413aeea35b:0x20035784b271ee37!8m2!3d13.1475287!4d77.6776159!16s%2Fg%2F11r5rsq10l?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",KIADB Park
Sattva Springs,12.8184879,77.5132636,"https://www.google.com/maps/place/SATTVA+SPRINGS/@12.8184879,77.5132636,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae4100656ade8b:0xc2bb9b7a49219a94!8m2!3d12.8184827!4d77.5158385!16s%2Fg%2F11y3wlp4n0?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kaggalipura
Assetz Promise of Spring,13.2889823,77.7212724,"https://www.google.com/maps/place/Assetz+Promise+of+Spring/@13.2889823,77.7212724,17z/data=!3m1!4b1!4m6!3m5!1s0x3bb1e3003a9fcaf5:0x1be9ad1be464d069!8m2!3d13.2889771!4d77.7238473!16s%2Fg%2F11vzgjpwhp?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Godrej Park Retreat,12.8935306,77.7022797,"https://www.google.com/maps/place/Godrej+Park+Retreat,+Bangalore/@12.8935306,77.7022797,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae13fc158cf447:0x441ed34a9d1d173e!8m2!3d12.8935254!4d77.7048546!16s%2Fg%2F11p5zk89gz?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Chikkakannalli
Total Environment In That Quiet Earth,13.0861158,77.6368993,"https://www.google.com/maps/search/Total+Environment+In+That+Quiet+Earth,+Bengaluru,+Karnataka,+India/@13.0861158,77.6368993,13z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Yelahanka
DS Max Sahara,12.8659155,77.6912266,"https://www.google.com/maps/place/DS+Max+SAHARA/@12.8659155,77.6912266,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6d37e89aa3df:0x44ee9a8c3432bbe!8m2!3d12.8659103!4d77.6938015!16s%2Fg%2F11mjqsr3r3?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Gulimangala
Flowing Tree,13.0901633,77.5819341,"https://www.google.com/maps/place/Flowing+Tree/@13.0901633,77.5819341,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae198a32f47fbd:0x40f3af007a7cf5c4!8m2!3d13.0901581!4d77.584509!16s%2Fg%2F11h07n5sw8?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Yelahanka Satellite Town
Embassy East Avenue,12.988764,77.7251544,"https://www.google.com/maps/place/Embassy+East+Avenue/@12.988764,77.7251544,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11006ef0e301:0xd0a03de301166e65!8m2!3d12.9887588!4d77.7277293!16s%2Fg%2F11vr96hynf?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hudi
ARS Signaturehomes,12.86529,77.7722286,"https://www.google.com/maps/place/ARS+Signature+Homes/@12.86529,77.7722286,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae73bc62440c9d:0x757572f2918546e4!8m2!3d12.8652848!4d77.7748035!16s%2Fg%2F11pyr_fc8c?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Century Trails,13.2789236,77.6762662,"https://www.google.com/maps/place/Century+Trails/@13.2789236,77.6762662,17z/data=!3m1!4b1!4m6!3m5!1s0x3bb1e3005489e3f9:0xe851394fd12a7dc0!8m2!3d13.2789184!4d77.6788411!16s%2Fg%2F11vqj82lb4?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Assetz Inspira Melodies of Life,13.0313105,77.4626458,"https://www.google.com/maps/search/Assetz+Inspira+Melodies+of+Life,+Bengaluru,+Karnataka,+India/@13.0313105,77.4626458,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Lakshmipura
Prestige Lavender Fields,12.9344677,77.7368362,"https://www.google.com/maps/place/Prestige+Lavender+Fields/@12.9344677,77.7368362,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1368da148d67:0x59fc563946ec4be7!8m2!3d12.9344625!4d77.7394111!16s%2Fg%2F11t27nklr_?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Varthur
DS Max SASMARA,13.0518819,77.5668404,"https://www.google.com/maps/place/DS-MAX+SASMARA%2F%E0%B2%A1%E0%B2%BF.%E0%B2%8E%E0%B2%B8%E0%B3%8D+%E0%B2%AE%E0%B3%8D%E0%B2%AF%E0%B2%BE%E0%B2%95%E0%B3%8D%E0%B2%B8%E0%B3%8D+%E0%B2%B8%E0%B2%B8%E0%B3%8D%E0%B2%AE%E0%B2%BE%E0%B2%B0/@13.0518819,77.5668404,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae178add44f601:0xae7d7eae4ef75779!8m2!3d13.0518767!4d77.5694153!16s%2Fg%2F11r57w62pw?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Vidyaranyapura
SLN Nidhi Palms,13.0660643,77.7271047,"https://www.google.com/maps/place/SLN+Nidhi+Palms/@13.0660643,77.7271047,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1bbef2428b8d:0x4781c340643b2293!8m2!3d13.0660591!4d77.7296796!16s%2Fg%2F11txfrwwwz?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Cheemasandra
Nikoo Homes VI,13.0925566,77.6067191,"https://www.google.com/maps/search/Nikoo+Homes+VI,+Bengaluru,+Karnataka,+India/@13.0925566,77.6067191,14z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Jakkur
Coco Aldea Rivatani,13.2797087,77.7201521,"https://www.google.com/maps/place/BVL+Coco+Aldea/@13.2797087,77.7201521,17z/data=!3m1!4b1!4m6!3m5!1s0x3bb1e2db1bf28dff:0xb81de050a5671706!8m2!3d13.2797035!4d77.722727!16s%2Fg%2F1pxwbp8ww?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Kumar Prospera,13.0431813,77.6394327,"https://www.google.com/maps/place/Kumar+Prospera/@13.0431813,77.6394327,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae172e73806245:0x70bfa7985be73cdb!8m2!3d13.0431761!4d77.6420076!16s%2Fg%2F11hy_8vstf?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hennur
Icon Central Park,13.0483802,77.6220557,"https://www.google.com/maps/place/Gcorp+the+Icon+-+Central+Garden+and+Playground/@13.0483802,77.6220557,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae17326d82a613:0x82ee57cfc5b9957e!8m2!3d13.048375!4d77.6246306!16s%2Fg%2F11rxpb796g?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Nagavara
Shriram Green Field,13.0712014,77.7502994,"https://www.google.com/maps/search/Shriram+Green+Field,+Bengaluru,+Karnataka,+India/@13.0712014,77.7502994,18z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Budigere Cross
SKAV Grande,12.9720022,77.7475891,"https://www.google.com/maps/place/SKAV+Grande/@12.9720022,77.7475891,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0dfe674d504d:0x36c5aafe9e942488!8m2!3d12.971997!4d77.750164!16s%2Fg%2F1pp2xb36w?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",White Field
Garuda Grand,12.9991149,77.719781,"https://www.google.com/maps/place/Garuda+Grand/@12.9991149,77.719781,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1140660131f7:0xb2963f75fd9209f!8m2!3d12.9991097!4d77.7223559!16s%2Fg%2F11kb1kz5cx?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sadaramangala
Equinox Sunrise,13.2300156,77.7245231,"https://www.google.com/maps/place/EQUINOX+SUNRISE/@13.2300156,77.7245231,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1d147f44ac47:0xb132620681633533!8m2!3d13.2300104!4d77.727098!16s%2Fg%2F11vjpw1wjr?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
Orchids Salisbury,13.0171858,77.5206035,"https://www.google.com/maps/search/Orchids+Salisbury,+Bengaluru,+Karnataka,+India/@13.0171858,77.5206035,12z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Peenya Industrial Area
Embassy Springs,13.2026223,77.6215625,"https://www.google.com/maps/place/Embassy+Springs,+MSEC+Rd,+Navarathna+Agrahara,+Karnataka+562157/@13.2026223,77.6215625,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1e5b7f344b7b:0xa45981e90accd8ed!8m2!3d13.2026171!4d77.6241374!16s%2Fg%2F11cr_0qr84?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Devanahalli
KNS Athena ,13.1100333,77.4473611,"https://www.google.com/maps/place/KNS+Athena/@13.1100333,77.4473611,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae2515e86ddb17:0xf962da85a045ce5d!8m2!3d13.1100281!4d77.449936!16s%2Fg%2F11kcl0yw44?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Vaderahalli
Sobha Rajvilas,12.9787123,77.5611478,"https://www.google.com/maps/place/SOBHA+Rajvilas/@12.9787123,77.5611478,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1727c62afb9b:0x5715ad074b9bb0ac!8m2!3d12.9787071!4d77.5637227!16s%2Fg%2F11ffg5n7n8?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Rajajinagar
Elite Serenity,13.0382461,77.6293325,"https://www.google.com/maps/place/Elite+Serenity/@13.0382461,77.6293325,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae17000fdafec9:0xc1765f530526cdcf!8m2!3d13.0382409!4d77.6319074!16s%2Fg%2F11w9nmgvg_?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Hennur
Concorde Abode 99,12.8266958,77.7166517,"https://www.google.com/maps/place/Concorde+Abode+99/@12.8266958,77.7166517,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae6dff9c6345c9:0x277e0e5afc2fc786!8m2!3d12.8266906!4d77.7192266!16s%2Fg%2F11k_c1wn49?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Bommasandra
RR Wish Tales,13.0765253,77.6023524,"https://www.google.com/maps/place/RR+WishTales/@13.0765253,77.6023524,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1970da1f427d:0x4b0fbddd93f55e01!8m2!3d13.0765201!4d77.6049273!16s%2Fg%2F11vbjb0pp1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Jakkur
L&T Olivia At Raintree Boulevard,13.069606,77.5877334,"https://www.google.com/maps/search/L%26T+Olivia+At+Raintree+Boulevard,+Bengaluru,+Karnataka,+India/@13.069606,77.5877334,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Vignana Kendra
Adithya Bliss,12.9004196,77.8039228,"https://www.google.com/maps/place/Aadithya+Bliss+Luxury+Villas/@12.9004196,77.8039228,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0da8781e1ff5:0x90e96ff877b6375e!8m2!3d12.9004144!4d77.8064977!16s%2Fg%2F11vbrmjv5h?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Neriga
Pride Euphoria,13.0208272,77.7088041,"https://www.google.com/maps/place/Pride+Euphora/@13.0208272,77.7088041,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae11abcb5b16a7:0xdc4e806fed55b47d!8m2!3d13.020822!4d77.711379!16s%2Fg%2F11l1m2y43z?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",K R Puram
Azur,13.0295878,77.5380368,"https://www.google.com/maps/place/Azure/@13.0295878,77.5380368,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3d6b19039947:0x5a468194247c67ce!8m2!3d13.0295826!4d77.5406117!16s%2Fg%2F1263pd52f?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Yeshwantpur
Valmark Orchards,13.048529,77.4903435,"https://www.google.com/maps/search/Valmark+Orchards,+Bengaluru,+Karnataka,+India/@13.048529,77.4903435,11z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Nagasandra
Godrej Woodscapes,13.0491927,77.749247,"https://www.google.com/maps/place/Godrej+Woodscapes,+Whitefield,+Bangalore/@13.0491927,77.749247,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0f6cf5ad3bed:0xc7a238bcd3a48ce9!8m2!3d13.0491875!4d77.7518219!16s%2Fg%2F11vlnygd9l?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Nimbekaipura
Navami Chamara Heights,12.9515614,77.4830528,"https://www.google.com/maps/place/Navami+Chamara+Heights/@12.9515614,77.4830528,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae3f5ada2ba30f:0x28fcc27b5f28fa75!8m2!3d12.9515562!4d77.4856277!16s%2Fg%2F11sw15fbnp?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Nagarabhavi
Shriram Esquire,12.9302424,77.6333812,"https://www.google.com/maps/place/Shriram+Esquire+near+dmart/@12.9302424,77.6333812,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae153f3cb48757:0xe38712bfd1ce4da4!8m2!3d12.9302372!4d77.6359561!16s%2Fg%2F11srgjwz_m?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Koramangala
SNN Estates Felicity,13.0677758,77.6202951,"https://www.google.com/maps/place/SNN+Estates+Felicity+-+Luxury+Premium+Condos+%26+Luxury+Studio+-+Apartment/@13.0677758,77.6202951,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae19efdbf80065:0x2ac57fa720e07b0b!8m2!3d13.0677706!4d77.62287!16s%2Fg%2F11k3pxhl0f?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Jakkur
Royal Tulip,12.8697875,77.8153456,"https://www.google.com/maps/place/ROYAL+TULIP+VILLAS+by+WHITEHILL/@12.8697875,77.8153456,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae737c2beb8a55:0xaa2b3b64b1bcbd09!8m2!3d12.8697823!4d77.8179205!16s%2Fg%2F11qt0z5vz6?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Sarjapura
Sattva La Vitta,13.080651,77.6484078,"https://www.google.com/maps/place/Sattva+La+Vita/@13.080651,77.6484078,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae199850385493:0xff5777a50773b9a!8m2!3d13.0806458!4d77.6509827!16s%2Fg%2F11vlwhjwy1?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Kannuru
Casagrand Keatsway,13.0492219,77.6356155,"https://www.google.com/maps/place/Casagrand+Keatsway/@13.0492219,77.6356155,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1746c20cf9f5:0xf2b1063d2d306116!8m2!3d13.0492167!4d77.6381904!16s%2Fg%2F11k45qxx6n?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Thanisandra
KNS Laurel,12.8956352,77.8090262,"https://www.google.com/maps/place/KNS+Laurel/@12.8956352,77.8090262,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae0d8f3ab365cf:0x7fc025e16135878d!8m2!3d12.89563!4d77.8116011!16s%2Fg%2F11khzk8751?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Neriga
Disha- Pursuit of Sunshine,13.0664853,77.7349569,"https://www.google.com/maps/place/Disha+Pursuit+of+Sunshine/@13.0664853,77.7349569,17z/data=!3m1!4b1!4m6!3m5!1s0x3bae1b5b6fc5377f:0x3ae57ba2d136ae5d!8m2!3d13.0664801!4d77.7375318!16s%2Fg%2F11tt43_1tw?entry=ttu&g_ep=EgoyMDI0MTEwNi4wIKXMDSoASAFQAw%3D%3D",Mandur
